borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,393,1018,R2,"383 EAST 10TH STREET, B1",B1,10009.0,,2,R2,0,2022-05-05
1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,393,1020,R2,"383 EAST 10TH STREET, D1",D1,10009.0,,2,R2,1375000,2022-06-24
1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,398,1003,R2,"182 EAST 2ND STREET, 1C",1C,10009.0,,2,R2,0,2022-06-21
1,ALPHABET CITY,12 CONDOS - WALKUP APARTMENTS,2,407,1118,R2,"503 EAST 13TH STRET, B4",B4,10009.0,,2,R2,1450000,2022-11-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,375,1013,R4,"754 EAST 6TH STREET, 4B",4B,10009.0,,2,R4,900000,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,375,1025,R4,"754 EAST 6TH STREET, 6D",6D,10009.0,,2,R4,1219265,2022-07-19
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,378,1007,R4,"399 EAST 8TH STREET, 3A",3A,10009.0,2014.0,2,R4,952064,2022-07-14
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,384,1221,R4,"310 EAST HOUSTON STREET, PHB",PHB,10002.0,,2,R4,930000,2022-12-06
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,390,1008,R4,"217 EAST 7 STREET, 2C",2C,10009.0,,2,R4,700000,2022-08-17
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,390,1011,R4,"217 EAST 7TH STREET, 3C-D",3C-D,10009.0,,2,R4,1325000,2022-09-02
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,390,1013,R4,"217 EAST 7TH STREET, 4C-D",4C-D,10009.0,,2,R4,1500000,2022-05-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1013,R4,"143 AVENUE B, 4B",4B,10009.0,1928.0,2,R4,0,2022-08-03
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1025,R4,"143 AVENUE B, 6D",6D,10009.0,1928.0,2,R4,1030000,2022-04-20
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1035,R4,"143 AVENUE B, 7G",7G,10009.0,1928.0,2,R4,1672500,2022-05-05
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1064,R4,"143 AVENUE B, 12A",12A,10009.0,1928.0,2,R4,1100000,2022-09-27
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1069,R4,"143 AVENUE B, 12F",12F,10009.0,1928.0,2,R4,765000,2022-05-05
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1076,R4,"143 AVENUE B, 14F",14F,10009.0,1928.0,2,R4,690000,2022-04-22
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1077,R4,"143 AVENUE B, 14G",14G,10009.0,1928.0,2,R4,2022222,2022-07-11
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,392,1081,R4,"143 AVENUE B, 15D",15D,10009.0,1928.0,2,R4,1999990,2022-10-14
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,394,1508,R4,"189 AVENUE C, 3C",3C,10009.0,1910.0,2,R4,675190,2022-07-27
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,394,1527,R4,"189 AVENUE C, 7D",7D,10009.0,1910.0,2,R4,750000,2022-08-22
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,394,1535,R4,"189 AVENUE C, 10B",10B,10009.0,1910.0,2,R4,1310000,2022-07-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,397,1017,R4,"175 EAST 2ND STREET, 4C",4C,10009.0,,2,R4,0,2022-06-15
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,397,1113,R4,"240 EAST HOUSTON STREET, 4E",4E,10002.0,,2,R4,1580000,2022-06-07
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,397,1118,R4,"240 EAST HOUSTON STREET, 5E",5E,10002.0,,2,R4,1470000,2022-11-15
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,397,1119,R4,"240 EAST HOUSTON STREET, RSTRG",RSTRG,10002.0,,2,R4,1080563,2022-08-24
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,402,1308,R4,"100 AVENUE A, 3B",3B,10009.0,2014.0,2,R4,0,2022-06-09
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,402,1308,R4,"100 AVENUE A, 3B",3B,10009.0,2014.0,2,R4,2252000,2022-04-19
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,402,1317,R4,"100 AVENUE A, 5A",5A,10009.0,2014.0,2,R4,1824000,2022-09-15
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1211,R4,"536 EAST 13TH STREET, 6R",6R,10009.0,2013.0,2,R4,1625000,2022-06-23
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1302,R4,"531 EAST 12TH ST, 2A",2A,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1304,R4,"531 EAST 12TH ST, 2C",2C,10009.0,2009.0,2,R4,1235000,2022-06-15
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1305,R4,"531 EAST 12TH ST, 2D",2D,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1306,R4,"531 EAST 12TH ST, 3A",3A,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1306,R4,"531 EAST 12TH ST, 3A",3A,10009.0,2009.0,2,R4,1295000,2022-05-18
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1309,R4,"531 EAST 12TH ST, 3D",3D,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1309,R4,"531 EAST 12TH ST, 3D",3D,10009.0,2009.0,2,R4,1325000,2022-06-22
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1310,R4,"531 EAST 12TH ST, 4A",4A,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1313,R4,"531 EAST 12TH ST, 4D",4D,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1313,R4,"531 EAST 12TH ST, 4D",4D,10009.0,2009.0,2,R4,1390000,2022-07-29
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1314,R4,"531 EAST 12TH ST, 5A",5A,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1315,R4,"531 EAST 12TH ST, 5B",5B,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1318,R4,"531 EAST 12TH ST, 6A",6A,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1318,R4,"531 EAST 12TH ST, 6A",6A,10009.0,2009.0,2,R4,1280000,2022-05-06
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1319,R4,"531 EAST 12TH ST, 6B",6B,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1319,R4,"531 EAST 12TH ST, 6B",6B,10009.0,2009.0,2,R4,1875000,2022-07-29
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1321,R4,"531 EAST 12TH ST, 6D",6D,10009.0,2009.0,2,R4,1250000,2022-05-19
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1322,R4,"531 EAST 12TH ST, 7A",7A,10009.0,2009.0,2,R4,1290000,2022-06-27
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1326,R4,"531 EAST 12TH ST, PHA",PHA,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1327,R4,"531 EAST 12TH ST, PHB",PHB,10009.0,2009.0,2,R4,0,2022-04-21
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS,2,406,1327,R4,"531 EAST 12TH ST, PHB",PHB,10009.0,2009.0,2,R4,2150000,2022-08-15
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,372,1005,R1,"296 EAST 2ND STREET, F",F,10009.0,2003.0,2,R1,880000,2022-05-05
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,372,1101,R1,"298 EAST 2ND STREET, 1",TH,10009.0,2017.0,2,R1,2925000,2022-04-05
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,374,1001,R1,"305 EAST 4TH STREET, 1",1,10009.0,,2,R1,0,2022-12-13
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,374,1005,R1,"305 EAST 4TH STREET, 5",5,10009.0,,2,R1,1155000,2022-05-18
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,377,1101,R1,"259 EAST 7TH STREET, G",G,10009.0,,2,R1,3250000,2022-09-23
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,377,1401,R1,"253 EAST 7TH, TH",TH,10009.0,2017.0,2,R1,0,2023-02-21
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,394,1008,R1,"645 EAST 11TH STREET, 4B",4B,10009.0,,2,R1,0,2022-07-26
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,394,1407,R1,"643 EAST 11TH STREET, 7",7,10009.0,2006.0,2,R1,995000,2022-07-22
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,402,1204,R1,"509 EAST 6TH STREET, 3F",3F,10009.0,1920.0,2,R1,850000,2022-08-17
1,ALPHABET CITY,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,402,1207,R1,"509 EAST 6TH STREET, 4R",4R,10009.0,1920.0,2,R1,780000,2022-12-22
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,699,1410,R2,"527 WEST 27TH STREET, 4B",4B,10001.0,2015.0,2,R2,1710000,2022-08-02
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,699,1411,R2,"527 WEST 27TH STREET, 4C",4C,10001.0,2015.0,2,R2,2900000,2022-10-05
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,699,1425,R2,"527 WEST 27TH STREET, 9A",9A,10001.0,2015.0,2,R2,8400000,2022-08-10
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,699,1430,R2,"527 WEST 27TH STREET, 3S",3S,10001.0,2015.0,2,R2,4256205,2022-05-19
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,699,1432,R2,"527 WEST 27TH STREET, 5S",5S,10001.0,2015.0,2,R2,0,2022-12-28
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,699,1433,R2,"527 WEST 27TH STREET, 6S",6S,10001.0,2015.0,2,R2,2596492,2022-06-06
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,699,1435,R2,"527 WEST 27TH STREET, 9S",9S,10001.0,2015.0,2,R2,9995000,2022-03-17
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,764,1127,R2,"220 WEST 15TH STREET, 1-A",1-A,10011.0,1930.0,2,R2,700000,2022-05-10
1,CHELSEA,12 CONDOS - WALKUP APARTMENTS,2,764,1130,R2,"220 WEST 15TH STREET, 2-A",2-A,10011.0,1930.0,2,R2,1100000,2022-03-21
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1015,R4,"520 WEST 19TH STREET, 6B",6B,10011.0,2007.0,2,R4,3400000,2023-02-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1017,R4,"520 WEST 19TH STREET, 7A",7A,10011.0,2007.0,2,R4,3050000,2022-04-29
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1025,R4,"520 WEST 19TH STREET, PH-A",PH-A,10011.0,2007.0,2,R4,8250000,2022-03-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1207,R4,"515 WEST 18TH STREET, 210",210,10011.0,2018.0,2,R4,2950000,2022-03-22
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1221,R4,"515 WEST 18TH STREET, 316",316,10011.0,2018.0,2,R4,3675000,2022-06-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1227,R4,"515 WEST 18TH STREET, 322",322,10011.0,2018.0,2,R4,2250000,2022-05-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1232,R4,"515 WEST 18TH STREET, 406",406,10011.0,2018.0,2,R4,3800000,2022-10-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1236,R4,"515 WEST 18TH STREET, 410",410,10011.0,2018.0,2,R4,3225000,2022-12-05
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1238,R4,"515 WEST 18TH STREET, 416",416,10011.0,2018.0,2,R4,3800000,2022-04-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1243,R4,"515 WEST 18TH STREET, 502",502,10011.0,2018.0,2,R4,4550000,2022-05-12
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1251,R4,"515 WEST 18TH STREET, 510",510,10011.0,2018.0,2,R4,3400000,2022-08-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1253,R4,"515 WEST 18TH STREET, 516",516,10011.0,2018.0,2,R4,4050000,2022-06-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1259,R4,"515 WEST 18TH STREET, 602",602,10011.0,2018.0,2,R4,4825000,2022-06-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1263,R4,"515 WEST 18TH STREET, 606",606,10011.0,2018.0,2,R4,4225000,2022-08-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1269,R4,"515 WEST 18TH STREET, 612",612,10011.0,2018.0,2,R4,0,2022-03-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1271,R4,"515 WEST 18TH STREET, 616",616,10011.0,2018.0,2,R4,3950000,2022-08-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1273,R4,"515 WEST 18TH STREET, 619",619,10011.0,2018.0,2,R4,5500000,2022-07-27
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1277,R4,"515 WEST 18TH STREET, 702",702,10011.0,2018.0,2,R4,4915000,2022-05-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1281,R4,"515 WEST 18TH STREET, 706",706,10011.0,2018.0,2,R4,3840000,2022-11-10
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1285,R4,"515 WEST 18TH STREET, 710",710,10011.0,2018.0,2,R4,3500000,2022-05-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1295,R4,"515 WEST 18TH STREET, 802",802,10011.0,2018.0,2,R4,5050000,2022-04-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1300,R4,"515 WEST 18TH STREET, 807",807,10011.0,2018.0,2,R4,1920000,2022-10-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1305,R4,"515 WEST 18TH STREET, 816",816,10011.0,2018.0,2,R4,4300000,2022-04-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1316,R4,"515 WEST 18TH STREET, 907",907,10011.0,2018.0,2,R4,2040000,2022-04-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1321,R4,"515 WEST 18TH STREET, 916",916,10011.0,2018.0,2,R4,4444698,2022-09-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1328,R4,"515 WEST 18TH STREET, 1006",1006,10011.0,2018.0,2,R4,7284760,2022-09-15
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1334,R4,"515 WEST 18TH STREET, P1016",P1016,10011.0,2018.0,2,R4,7870000,2022-08-30
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1336,R4,"515 WEST 18TH STREET, P1021",P1021,10011.0,2018.0,2,R4,7300000,2022-10-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1338,R4,"515 WEST 18TH STREET, 1102",1102,10011.0,2018.0,2,R4,4445000,2022-09-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1342,R4,"515 WEST 18TH STREET, 1201",1201,10011.0,2018.0,2,R4,7000000,2022-04-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1347,R4,"515 WEST 18TH STREET, 1401",1401,10011.0,2018.0,2,R4,6810000,2022-03-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1348,R4,"515 WEST 18TH STREET, 1402",1402,10011.0,2018.0,2,R4,4803531,2022-05-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1350,R4,"515 WEST 18TH STREET, 1404",1404,10011.0,2018.0,2,R4,6803750,2023-02-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1352,R4,"515 WEST 18TH STREET, 1501",1501,10011.0,2018.0,2,R4,7000000,2022-04-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1355,R4,"515 WEST 18TH STREET, 1504",1504,10011.0,2018.0,2,R4,7250000,2022-09-19
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1356,R4,"515 WEST 18TH STREET, 1505",1505,10011.0,2018.0,2,R4,0,2022-11-07
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1359,R4,"515 WEST 18TH STREET, 1603",1603,10011.0,2018.0,2,R4,7000000,2022-12-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1364,R4,"515 WEST 18TH STREET, 1704",1704,10011.0,2018.0,2,R4,7325000,2022-03-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,690,1383,R4,"515 WEST 18TH STREET, P2203",P2203,10011.0,2018.0,2,R4,18257016,2022-06-27
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1004,R4,"100 11TH AVENUE, 3C",3C,10011.0,2007.0,2,R4,814000,2023-01-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1024,R4,"100 11 AVE, 8B",8B,10011.0,2007.0,2,R4,2100000,2022-06-07
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1029,R4,"100 11TH AVENUE, 9C",9C,10011.0,2007.0,2,R4,1665000,2022-08-25
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1031,R4,"100 ELEVENTH AVENUE, 10A",10A,10011.0,2007.0,2,R4,3275000,2022-03-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1037,R4,"100 11TH AVENUE, 12A",12A,10011.0,2007.0,2,R4,0,2022-03-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1040,R4,"100 11TH AVENUE, 14A",14A,10011.0,2007.0,2,R4,0,2022-03-24
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1056,R4,"100 11TH AVENUE, 23PH",23PH,10011.0,2007.0,2,R4,21125000,2022-07-29
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1109,R4,"505 WEST 19TH STREET, 2C",2C,10011.0,2013.0,2,R4,2310000,2023-01-04
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1126,R4,"505 WEST 19TH STREET, 6B",6B,10011.0,2013.0,2,R4,3200000,2022-04-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1135,R4,"505 WEST 19TH STREET, 8D",8D,10011.0,2013.0,2,R4,2530000,2022-09-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,691,1138,R4,"505 WEST 19TH STREET, 8W",8W,10011.0,2013.0,2,R4,7900000,2022-09-20
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,692,1005,R4,"120 11TH AVENUE, 3A",3A,10011.0,1910.0,2,R4,351415,2022-04-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,692,1006,R4,"120 11TH AVENUE, 3B",3B,10011.0,1910.0,2,R4,5925000,2022-04-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,692,1107,R4,"500 WEST 21ST STREET, GARDG",GARDG,10011.0,2013.0,2,R4,3812500,2022-08-17
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,692,1114,R4,"500 WEST 21ST STREET, 4A",4A,10011.0,2013.0,2,R4,6800000,2022-07-22
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1004,R4,"532 WEST 22ND STREET, 3A",3A,10011.0,,2,R4,4800000,2022-03-21
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1102,R4,"551 WEST 21ST STREET, 3B",3B,10011.0,2013.0,2,R4,2050000,2022-03-10
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1119,R4,"551 WEST 21ST STREET, 6C",6C,10011.0,2013.0,2,R4,4900000,2022-06-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1403,R4,"500 WEST 22ND STREET, 3A",3A,10011.0,2020.0,2,R4,2300000,2022-11-04
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1404,R4,"500 WEST 22ND STREET, 3B",3B,10011.0,2020.0,2,R4,5400000,2022-06-06
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1405,R4,"500 WEST 22ND STREET, 4A",4A,10011.0,2020.0,2,R4,2350000,2022-04-22
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1406,R4,"500 WEST 22ND STREET, 4B",4B,10011.0,2020.0,2,R4,5500000,2022-03-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1408,R4,"500 WEST 22ND STREET, 5B",5B,10011.0,2020.0,2,R4,5600000,2022-03-21
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1409,R4,"500 WEST 22ND STREET, 6A",6A,10011.0,2020.0,2,R4,9300000,2022-03-01
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,693,1411,R4,"500 WEST 22ND STREET, PHB",PHB,10011.0,2020.0,2,R4,12500000,2022-03-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1009,R4,"525 WEST 22ND STREET, 2E",2E,10011.0,,2,R4,734000,2022-03-28
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1030,R4,"525 WEST 22ND STREET, PH-B",PH-B,10011.0,,2,R4,3067500,2022-08-31
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1033,R4,"525 WEST 22ND STREET, PH-E",PH-E,10011.0,,2,R4,3850000,2022-09-20
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1112,R4,"555 WEST 22ND STREET, 4BW",4BW,10011.0,2019.0,2,R4,1972083,2022-09-12
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1114,R4,"555 WEST 22ND STREET, 4DW",4DW,10011.0,2019.0,2,R4,4395131,2022-11-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1116,R4,"555 WEST 22ND STREET, 4FW",4FW,10011.0,2019.0,2,R4,3001875,2022-08-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1117,R4,"555 WEST 22ND STREET, 4GW",4GW,10011.0,2019.0,2,R4,1730770,2022-11-02
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1123,R4,"555 WEST 22ND STREET, 4EE",4EE,10011.0,2019.0,2,R4,1665056,2022-12-07
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1124,R4,"555 WEST 22ND STREET, 4FE",4FE,10011.0,2019.0,2,R4,1765969,2022-12-13
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1128,R4,"555 WEST 22ND STREET, 5DW",5DW,10011.0,2019.0,2,R4,4496169,2022-10-03
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1130,R4,"555 WEST 22ND STREET, 5FW",5FW,10011.0,2019.0,2,R4,2926463,2022-09-08
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1133,R4,"555 WEST 22ND STREET, 5CE",5CE,10011.0,2019.0,2,R4,3650000,2022-10-11
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1135,R4,"555 WEST 22ND STREET, 5EE",5EE,10011.0,2019.0,2,R4,1770762,2022-10-07
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1136,R4,"555 WEST 22ND STREET, 5FE",5FE,10011.0,2019.0,2,R4,1850000,2022-12-16
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1138,R4,"555 WEST 22ND STREET, 6BW",6BW,10011.0,2019.0,2,R4,2224364,2022-09-14
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1140,R4,"555 WEST 22ND STREET, 6DW",6DW,10011.0,2019.0,2,R4,4903938,2022-11-22
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1141,R4,"555 WEST 22ND STREET, 6EW",6EW,10011.0,2019.0,2,R4,5100000,2022-08-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1142,R4,"555 WEST 22ND STREET, 6FW",6FW,10011.0,2019.0,2,R4,3117626,2022-08-18
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1144,R4,"555 WEST 22ND STREET, 6HW",6HW,10011.0,2019.0,2,R4,6418281,2022-08-12
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1146,R4,"555 WEST 22ND STREET, 6BE",6BE,10011.0,2019.0,2,R4,3500000,2023-01-09
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1147,R4,"555 WEST 22ND STREET, 6CE",6CE,10011.0,2019.0,2,R4,3788906,2022-09-29
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS,2,694,1149,R4,"555 WEST 22ND STREET, 6EE",6EE,10011.0,2019.0,2,R4,2027795,2022-12-19
