borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1810,R4,"1623 3RD AVENUE, 17K",17K,10128.0,,2,R4,0,2022-10-14
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1814,R4,"1623 THIRD AVENUE, 18D",18D,10128.0,,2,R4,0,2022-09-23
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1814,R4,"1623 THIRD AVENUE, 18D",18D,10128.0,,2,R4,0,2022-12-29
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1816,R4,"1623 3 AVENUE, 18F",18F,10128.0,,2,R4,1199000,2022-06-30
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1865,R4,"1623 3 AVENUE, 23A",23A,10128.0,,2,R4,1730000,2022-06-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1880,R4,"1623 3RD AVENUE, 24E",24E,10128.0,,2,R4,564500,2022-03-23
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1951,R4,"1623 3 AVENUE, 30G",30G,10128.0,,2,R4,875000,2022-10-26
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,1992,R4,"1623 THIRD AVENUE, 34A",34A,10128.0,,2,R4,1,2022-03-11
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2040,R4,"1623 3 AVENUE, 38D",38D,10128.0,,2,R4,0,2022-04-13
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2073,R4,"1623 3 AVENUE, 42A",42A,10128.0,,2,R4,2010000,2023-01-27
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2123,R4,"1641 3 AVENUE, 5H",5H,10128.0,,2,R4,0,2022-05-28
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2162,R4,"1641 3 AVENUE, 9E",9E,10128.0,,2,R4,0,2022-04-13
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2166,R4,"1641 THIRD AVENUE, 9J",9J,10128.0,,2,R4,900000,2022-03-08
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2174,R4,"1641 3 AVENUE, 10F",10F,10128.0,,2,R4,0,2022-10-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2183,R4,"1641 3 AVENUE, 11D",11D,10128.0,,2,R4,0,2022-09-01
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2239,R4,"1641 THIRD AVENUE, 16E",16E,10128.0,,2,R4,0,2023-01-27
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2252,R4,"1641 3RD AVENUE, 17G",17G,10128.0,,2,R4,775000,2023-02-24
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2360,R4,"1641 THIRD AVENUE, 27G",27G,10128.0,,2,R4,0,2023-02-21
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2379,R4,"1641 THIRD AVE, 29D",29D,10128.0,,2,R4,825000,2022-10-25
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1537,2425,R4,"1641 THIRD AVENUE, 35H",35H,10128.0,,2,R4,1450000,2022-08-23
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1019,R4,"245 EAST 93RD STREET, 17A",17A,10128.0,1985.0,2,R4,1150000,2022-03-29
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1054,R4,"245 EAST 93RD STREET, 21B",21B,10128.0,1985.0,2,R4,750000,2023-02-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1055,R4,"245 EAST 93RD STREET, 22B",22B,10128.0,1985.0,2,R4,0,2022-05-25
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1092,R4,"245 EAST 93RD STREET, 28C",28C,10128.0,1985.0,2,R4,1410000,2022-03-24
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1101,R4,"245 EAST 93RD STREET, 5D",5D,10128.0,1985.0,2,R4,0,2022-07-22
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1131,R4,"245 EAST 93RD STREET, 5E",5E,10128.0,1985.0,2,R4,0,2022-07-22
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1152,R4,"245 EAST 93RD STREET, 27E",27E,10128.0,1985.0,2,R4,1840000,2022-05-16
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1228,R4,"245 EAST 93RD STREET, 19H",19H,10128.0,1985.0,2,R4,1825000,2022-07-20
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1245,R4,"245 EAST 93RD STREET, 7J",7J,10128.0,1985.0,2,R4,1100000,2022-08-04
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1256,R4,"245 EAST 93RD STREET, 19J",19J,10128.0,1985.0,2,R4,1140000,2022-03-24
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1267,R4,"245 EAST 93RD STREET, 30J",30J,10128.0,1985.0,2,R4,1176580,2022-08-19
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1277,R4,"245 EAST 93RD STREET, 6L",6L,10128.0,1985.0,2,R4,0,2022-11-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1284,R4,"245 EAST 93RD STREET, SW2",SW2,10128.0,1985.0,2,R4,2500000,2022-06-24
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1316,R4,"200 EAST 94TH STREET, 222",222,10128.0,1986.0,2,R4,1875000,2022-07-01
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1331,R4,"200 EAST 94TH STREET, 317",317,10128.0,1986.0,2,R4,2850000,2022-08-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1356,R4,"200 EAST 94TH STREET, 405",405,10128.0,1986.0,2,R4,0,2022-05-04
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1398,R4,"200 EAST 94TH STREET, 601",601,10128.0,1986.0,2,R4,1660000,2022-12-21
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1403,R4,"200 EAST 94 STREET, 612",612,10128.0,1986.0,2,R4,0,2023-02-21
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1404,R4,"200 EAST 94 STREET, 614",614,10128.0,1986.0,2,R4,0,2023-02-21
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1409,R4,"200 EAST 94TH STREET, 726",726,10128.0,1986.0,2,R4,0,2023-02-03
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1428,R4,"200 EAST 94TH STREET, 817",817,10128.0,1986.0,2,R4,1750000,2022-04-11
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1447,R4,"200 EAST 94TH ST, 904",904,10128.0,1986.0,2,R4,2275000,2022-04-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1467,R4,"200 EAST 94TH STREET, 1217",1217,10128.0,1986.0,2,R4,0,2022-07-26
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1500,R4,"200 EAST 94TH STREET, 1817",1817,10128.0,1986.0,2,R4,3195000,2022-05-20
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1513,R4,"200 EAST 94TH STREET, 2017",2017,10128.0,1986.0,2,R4,3150000,2022-05-05
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1521,R4,"200 EAST 94TH STREET, 2111",2111,10128.0,1986.0,2,R4,1295000,2022-10-25
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1523,R4,"200 EAST 94TH STREET, 2112",2112,10128.0,1986.0,2,R4,1155000,2022-10-24
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1524,R4,"200 EAST 94TH STREET, 2114",2114,10128.0,1986.0,2,R4,1850000,2022-06-24
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1554,R4,"200 EAST 94TH STREET, 2615",2615,10128.0,1986.0,2,R4,1725000,2022-11-16
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1574,R4,"200 EAST 94TH STREET, 2916",2916,10128.0,1986.0,2,R4,1175000,2022-11-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1576,R4,"200 EAST 94TH STREET, 2911",2911,10128.0,1986.0,2,R4,1265000,2022-07-14
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1589,R4,"200 EAST 94TH STREET, PH W",PH W,10128.0,1986.0,2,R4,4202500,2022-09-28
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1539,1591,R4,"200 EAST 94TH STREET, PH S",PH S,10128.0,1986.0,2,R4,5300000,2023-01-31
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1044,R4,"206 EAST 95TH STREET, 1A",1A,10128.0,,2,R4,1150000,2022-03-23
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1060,R4,"206 EAST 95TH STREET, 6B",6B,10128.0,,2,R4,710000,2022-06-21
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1222,R4,"212 EAST 95TH STREET, 8B",8B,10128.0,,2,R4,2225000,2022-08-25
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1311,R4,"200 EAST 95TH STREET, 3H",3H,10128.0,2016.0,2,R4,372600,2022-08-09
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1333,R4,"200 EAST 95TH STREET, 6B",6B,10128.0,2016.0,2,R4,2400000,2022-04-08
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1352,R4,"200 EAST 95TH STREET, 10B",10B,10128.0,2016.0,2,R4,5413975,2022-05-05
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1355,R4,"200 EAST 95TH STREET, 11B",11B,10128.0,2016.0,2,R4,5465013,2022-03-03
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1374,R4,"200 EAST 95TH STREET, 18C",18C,10128.0,2016.0,2,R4,4087000,2022-11-14
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1377,R4,"200 EAST 95TH STREET, 19C",19C,10128.0,2016.0,2,R4,4342188,2022-03-28
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1540,1389,R4,"200 EAST 95TH STREET, 23C",23C,10128.0,2016.0,2,R4,4388121,2022-05-13
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1028,R4,"301 EAST 79TH STREET, 4 F",4 F,10075.0,1974.0,2,R4,749000,2022-06-24
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1052,R4,"301 EAST 79TH STREET, 5 P",5 P,10075.0,1974.0,2,R4,875000,2022-06-09
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1103,R4,"301 EAST 79TH STREET, 9 A",9 A,10075.0,1974.0,2,R4,0,2022-12-30
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1104,R4,"301 EAST 79TH STREET, 9 B",9 B,10075.0,1974.0,2,R4,0,2022-12-30
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1109,R4,"301 EAST 79TH STREET, 9 G",9 G,10075.0,1974.0,2,R4,795000,2022-10-07
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1140,R4,"301 EAST 79TH STREET, 11 F",11 F,10075.0,1974.0,2,R4,0,2022-10-14
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1148,R4,"301 EAST 79TH STREET, 11 P",11 P,10075.0,1974.0,2,R4,870000,2022-08-31
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1154,R4,"301 EAST 79TH STREET, 12 D",12 D,10075.0,1974.0,2,R4,735000,2022-12-19
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1175,R4,"301 EAST 79TH STREET, 14 J",14 J,10075.0,1974.0,2,R4,1215000,2023-01-19
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1206,R4,"301 EAST 79TH STREET, 16 H",16 H,10075.0,1974.0,2,R4,1325000,2022-07-06
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1224,R4,"301 EAST 79TH STREET, 17K",17K,10075.0,1974.0,2,R4,567128,2022-03-23
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1234,R4,"301 EAST 79TH STREET, 18 D",18 D,10075.0,1974.0,2,R4,820000,2022-03-03
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1244,R4,"301 EAST 79TH STREET, 18 P",18 P,10075.0,1974.0,2,R4,850000,2023-02-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1259,R4,"301 EAST 79TH STREET, 19 P",19 P,10075.0,1974.0,2,R4,900000,2022-10-20
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1262,R4,"301 EAST 79TH STREET, 20 A",20 A,10075.0,1974.0,2,R4,1950000,2022-07-06
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1275,R4,"301 EAST 79TH STREET, 20 P",20 P,10075.0,1974.0,2,R4,890000,2022-08-05
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1292,R4,"301 EAST 79TH STREET, 21 R",21 R,10075.0,1974.0,2,R4,749000,2022-03-11
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1325,R4,"301 EAST 79 STREET, 23 S",23 S,10075.0,1974.0,2,R4,10,2022-11-28
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1351,R4,"301 EAST 79TH STREET, 25 K",25 K,10075.0,1974.0,2,R4,0,2022-06-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1363,R4,"301 EAST 79TH STREET, 26 G",26 G,10075.0,1974.0,2,R4,800000,2022-06-03
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1364,R4,"301 EAST 79TH STREET, 26 H",26 H,10075.0,1974.0,2,R4,687500,2022-03-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1410,R4,"301 EAST 79TH STREET, 29 J",29 J,10075.0,1974.0,2,R4,0,2022-12-02
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1432,R4,"301 EAST 79TH STREET, 30 R",30 R,10075.0,1974.0,2,R4,845000,2022-06-10
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1436,R4,"301 EAST 79TH STREET, 31 C",31 C,10075.0,1974.0,2,R4,945000,2022-07-14
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1542,1462,R4,"301 E 79TH STREET, 32 N",32 N,10075.0,1974.0,2,R4,850000,2022-04-05
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1009,R4,"345 EAST 80TH STREET, 4A",4A,10075.0,1973.0,2,R4,699000,2022-07-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1029,R4,"345 EAST 80TH STREET, 25A",25A,10075.0,1973.0,2,R4,695000,2022-05-06
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1070,R4,"345 EAST 80TH STREET, 5C",5C,10075.0,1973.0,2,R4,1450000,2022-07-27
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1081,R4,"345 EAST 80TH STREET, 17C",17C,10075.0,1973.0,2,R4,1495000,2022-11-30
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1093,R4,"345 EAST 80TH STREET, 29C",29C,10075.0,1973.0,2,R4,1500000,2022-12-20
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1094,R4,"345 EAST 80TH STREET, 30C",30C,10075.0,1973.0,2,R4,1700000,2022-08-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1117,R4,"345 EAST 80TH STREET, 24D",24D,10075.0,1973.0,2,R4,790000,2023-01-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1118,R4,"345 EAST 80TH STREET, 25D",25D,10075.0,1973.0,2,R4,780000,2022-08-11
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1145,R4,"345 EAST 80TH STREET, 22E",22E,10075.0,1973.0,2,R4,780000,2022-06-30
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1147,R4,"345 EAST 80TH STREET, 24E",24E,10075.0,1973.0,2,R4,800000,2022-06-30
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1157,R4,"345 EAST 80TH STREET, 3F",3F,10075.0,1973.0,2,R4,1106100,2022-04-07
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1165,R4,"345 EAST 80 STREET, 11F",11F,10075.0,1973.0,2,R4,0,2022-10-04
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1174,R4,"345 EAST 80TH STREET, 21F",21F,10075.0,1973.0,2,R4,1229706,2022-04-13
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1175,R4,"345 EAST 80TH STREET, 22F",22F,10075.0,1973.0,2,R4,1180000,2022-08-08
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1186,R4,"345 EAST 80TH STREET, 3G",3G,10075.0,1973.0,2,R4,775000,2022-09-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1193,R4,"345 EAST 80TH STREET, 10G",10G,10075.0,1973.0,2,R4,943087,2022-05-12
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1222,R4,"345 EAST 80TH STREET, 9H",9H,10075.0,1973.0,2,R4,782000,2022-07-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1235,R4,"345 EAST 80TH STREET, 23H",23H,10075.0,1973.0,2,R4,1720000,2022-08-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1265,R4,"345 EAST 80TH STREET, 23J",23J,10075.0,1973.0,2,R4,1720000,2022-08-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1267,R4,"345 EAST 80TH STREET, 25J",25J,10075.0,1973.0,2,R4,900000,2022-03-16
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1614,R4,"301 EAST 80TH STREET, 5C",5C,10075.0,2019.0,2,R4,0,2022-07-29
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1670,R4,"301 EAST 80TH STREET, 28B",28B,10075.0,2019.0,2,R4,10700000,2022-10-19
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1671,R4,"301 EAST 80TH STREET, PH29",PH29,10075.0,2019.0,2,R4,25215893,2022-07-19
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1672,R4,"301 EAST 80TH STREET, PH30",PH30,10075.0,2019.0,2,R4,24331018,2022-07-06
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1543,1673,R4,"301 EAST 80TH STREET, PH31",PH31,10075.0,2019.0,2,R4,15353368,2023-02-21
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1013,R4,"350 EAST 82ND STREET, 2J",2J,10028.0,1998.0,2,R4,1130000,2022-03-09
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1017,R4,"350 EAST 82ND STREET, 3D",3D,10028.0,1998.0,2,R4,1,2022-06-04
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1020,R4,"350 EAST 82ND STREET, 3G",3G,10028.0,1998.0,2,R4,770000,2022-03-08
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1058,R4,"350 EAST 82ND STREET, 5G",5G,10028.0,1998.0,2,R4,922500,2022-03-01
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1099,R4,"350 EAST 82ND STREET, 8D",8D,10028.0,1998.0,2,R4,1575000,2022-03-16
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1100,R4,"350 EAST 82ND STREET, 8E",8E,10028.0,1998.0,2,R4,650000,2022-08-22
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1120,R4,"350 EAST 82ND STREET, 11A",11A,10028.0,1998.0,2,R4,2325000,2022-03-31
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1123,R4,"350 EAST 82ND STREET, 11D",11D,10028.0,1998.0,2,R4,0,2022-12-19
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1125,R4,"350 EAST 82ND STREET, 11F",11F,10028.0,1998.0,2,R4,0,2022-12-19
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1148,R4,"350 EAST 82ND STREET, 18C",18C,10028.0,1998.0,2,R4,0,2022-05-20
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1153,R4,"350 EAST 82ND STREET, 6S",6S,10028.0,1998.0,2,R4,580000,2022-06-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1406,R4,"301 EAST 81ST STREET, 4B",4B,10075.0,2019.0,2,R4,194191,2022-08-31
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1428,R4,"301 EAST 81ST STREET, 15A",15A,10075.0,2019.0,2,R4,0,2022-12-28
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1544,1429,R4,"301 EAST 81ST STREET, 16A",16A,10075.0,2019.0,2,R4,0,2022-12-28
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1101,R4,"333 EAST 82ND STREET, TH",TH,10028.0,2021.0,2,R4,4250000,2022-12-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1102,R4,"333 EAST 82ND STREET, 2A",2A,10028.0,2021.0,2,R4,4125000,2022-11-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1107,R4,"333 EAST 82ND STREET, 3D",3D,10028.0,2021.0,2,R4,1395000,2022-12-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1109,R4,"333 EAST 82ND STREET, 4B",4B,10028.0,2021.0,2,R4,2305500,2022-11-15
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1111,R4,"333 EAST 82ND STREET, 4D",4D,10028.0,2021.0,2,R4,1400000,2022-11-10
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1113,R4,"333 EAST 82ND STREET, 5B",5B,10028.0,2021.0,2,R4,2375000,2022-11-30
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1114,R4,"333 EAST 82ND STREET, 5C",5C,10028.0,2021.0,2,R4,2350000,2023-02-23
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1116,R4,"333 EAST 82ND STREET, 6A",6A,10028.0,2021.0,2,R4,2750000,2023-02-06
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1117,R4,"333 EAST 82ND STREET, 6B",6B,10028.0,2021.0,2,R4,2400000,2023-01-09
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1118,R4,"333 EAST 82ND STREET, 6C",6C,10028.0,2021.0,2,R4,4441000,2022-12-12
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1119,R4,"333 EAST 82ND STREET, 6D",6D,10028.0,2021.0,2,R4,4441000,2022-12-12
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1120,R4,"333 EAST 82ND STREET, PH1",PH1,10028.0,2021.0,2,R4,6725000,2022-11-17
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1545,1121,R4,"333 EAST 82ND STREET, PH2",PH2,10028.0,2021.0,2,R4,6725000,2022-12-20
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1547,1006,R4,"1628 2ND AVENUE, 2N",2N,10028.0,,2,R4,445000,2022-07-18
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,2,1548,1308,R4,"305 EAST 85TH STREET, 4B",4B,10028.0,2008.0,2,R4,1830000,2023-01-17
